date,num_compte,nom_compte,type,montant_debit,montant_credit
2018-01-27,COMPTE_6200,Salaires,dépense,439375.46,0.0
2018-02-01,COMPTE_7111,Chiffre d affaires,produit,0.0,757536.09
2018-02-03,COMPTE_6178,Fournitures de bureau,dépense,7216.26,0.0
2018-02-06,COMPTE_6141,Loyers,dépense,51031.05,0.0
2018-02-08,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,7972.6
2018-02-08,COMPTE_7120,Subventions reçues,produit,0.0,22518.55
2018-02-09,COMPTE_6174,Téléphone et internet,dépense,9247.36,0.0
2018-02-11,COMPTE_6165,Electricité et eau,dépense,31294.84,0.0
2018-02-12,COMPTE_6161,Assurances,dépense,12777.1,0.0
2018-02-14,COMPTE_6185,Maintenance équipements,dépense,20820.57,0.0
2018-02-16,COMPTE_6200,Salaires,dépense,302742.95,0.0
2018-02-16,COMPTE_6210,Charges sociales CNSS,dépense,95310.89,0.0
2018-02-16,COMPTE_6011,Achats matières premières,dépense,82929.64,0.0
2018-02-17,COMPTE_6176,Honoraires consultants,dépense,36511.04,0.0
2018-02-20,COMPTE_6171,Transport et livraisons,dépense,17247.22,0.0
2018-02-25,COMPTE_6190,Formation du personnel,dépense,14314.78,0.0
2018-03-04,COMPTE_6176,Honoraires consultants,dépense,36729.96,0.0
2018-03-07,COMPTE_6200,Salaires,dépense,328604.15,0.0
2018-03-09,COMPTE_6210,Charges sociales CNSS,dépense,108150.42,0.0
2018-03-10,COMPTE_6174,Téléphone et internet,dépense,9505.25,0.0
2018-03-10,COMPTE_7120,Subventions reçues,produit,0.0,28559.54
2018-03-11,COMPTE_6178,Fournitures de bureau,dépense,7497.54,0.0
2018-03-14,COMPTE_6161,Assurances,dépense,14306.5,0.0
2018-03-18,COMPTE_6141,Loyers,dépense,49024.83,0.0
2018-03-18,COMPTE_6165,Electricité et eau,dépense,36482.71,0.0
2018-03-18,COMPTE_6185,Maintenance équipements,dépense,22100.6,0.0
2018-03-19,COMPTE_6011,Achats matières premières,dépense,90786.06,0.0
2018-03-23,COMPTE_6171,Transport et livraisons,dépense,19375.83,0.0
2018-03-23,COMPTE_6190,Formation du personnel,dépense,18023.44,0.0
2018-03-25,COMPTE_7111,Chiffre d affaires,produit,0.0,907802.86
2018-03-27,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10379.76
2018-04-02,COMPTE_6165,Electricité et eau,dépense,26852.36,0.0
2018-04-02,COMPTE_6200,Salaires,dépense,329084.39,0.0
2018-04-05,COMPTE_6174,Téléphone et internet,dépense,8607.54,0.0
2018-04-08,COMPTE_6011,Achats matières premières,dépense,83376.0,0.0
2018-04-10,COMPTE_6141,Loyers,dépense,46571.65,0.0
2018-04-10,COMPTE_6185,Maintenance équipements,dépense,20283.43,0.0
2018-04-15,COMPTE_6190,Formation du personnel,dépense,14981.18,0.0
2018-04-16,COMPTE_7120,Subventions reçues,produit,0.0,23479.28
2018-04-18,COMPTE_6161,Assurances,dépense,11532.3,0.0
2018-04-18,COMPTE_6171,Transport et livraisons,dépense,22206.09,0.0
2018-04-21,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,7536.02
2018-04-25,COMPTE_6176,Honoraires consultants,dépense,39363.44,0.0
2018-04-27,COMPTE_7111,Chiffre d affaires,produit,0.0,804588.19
2018-04-28,COMPTE_6178,Fournitures de bureau,dépense,6677.68,0.0
2018-04-28,COMPTE_6210,Charges sociales CNSS,dépense,88982.47,0.0
2018-05-03,COMPTE_6161,Assurances,dépense,15625.34,0.0
2018-05-03,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8190.56
2018-05-04,COMPTE_6165,Electricité et eau,dépense,35415.24,0.0
2018-05-05,COMPTE_6011,Achats matières premières,dépense,98873.56,0.0
2018-05-07,COMPTE_7120,Subventions reçues,produit,0.0,25125.74
2018-05-10,COMPTE_6185,Maintenance équipements,dépense,27205.26,0.0
2018-05-14,COMPTE_6171,Transport et livraisons,dépense,20174.26,0.0
2018-05-14,COMPTE_6190,Formation du personnel,dépense,17088.79,0.0
2018-05-15,COMPTE_6178,Fournitures de bureau,dépense,6876.17,0.0
2018-05-19,COMPTE_6141,Loyers,dépense,44355.01,0.0
2018-05-20,COMPTE_6200,Salaires,dépense,331930.26,0.0
2018-05-24,COMPTE_6210,Charges sociales CNSS,dépense,85107.58,0.0
2018-05-25,COMPTE_6176,Honoraires consultants,dépense,39925.72,0.0
2018-05-25,COMPTE_7111,Chiffre d affaires,produit,0.0,726866.03
2018-05-26,COMPTE_6174,Téléphone et internet,dépense,9662.25,0.0
2018-06-02,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,7481.3
2018-06-05,COMPTE_7111,Chiffre d affaires,produit,0.0,720834.84
2018-06-06,COMPTE_6141,Loyers,dépense,47877.31,0.0
2018-06-06,COMPTE_6011,Achats matières premières,dépense,79884.69,0.0
2018-06-07,COMPTE_6200,Salaires,dépense,351442.11,0.0
2018-06-08,COMPTE_6178,Fournitures de bureau,dépense,5659.55,0.0
2018-06-08,COMPTE_6171,Transport et livraisons,dépense,17675.95,0.0
2018-06-10,COMPTE_6174,Téléphone et internet,dépense,8338.55,0.0
2018-06-15,COMPTE_6176,Honoraires consultants,dépense,38898.82,0.0
2018-06-15,COMPTE_6161,Assurances,dépense,11141.26,0.0
2018-06-16,COMPTE_6165,Electricité et eau,dépense,30999.24,0.0
2018-06-18,COMPTE_6210,Charges sociales CNSS,dépense,91142.47,0.0
2018-06-19,COMPTE_6190,Formation du personnel,dépense,15947.87,0.0
2018-06-26,COMPTE_6185,Maintenance équipements,dépense,25978.19,0.0
2018-06-27,COMPTE_7120,Subventions reçues,produit,0.0,29398.89
2018-07-01,COMPTE_7120,Subventions reçues,produit,0.0,23549.84
2018-07-03,COMPTE_6200,Salaires,dépense,271760.42,0.0
2018-07-09,COMPTE_6174,Téléphone et internet,dépense,7574.78,0.0
2018-07-10,COMPTE_6011,Achats matières premières,dépense,70209.59,0.0
2018-07-10,COMPTE_6161,Assurances,dépense,11713.25,0.0
2018-07-14,COMPTE_6185,Maintenance équipements,dépense,17408.11,0.0
2018-07-15,COMPTE_6165,Electricité et eau,dépense,25234.8,0.0
2018-07-16,COMPTE_6176,Honoraires consultants,dépense,32134.55,0.0
2018-07-19,COMPTE_7111,Chiffre d affaires,produit,0.0,757892.25
2018-07-20,COMPTE_6190,Formation du personnel,dépense,13756.27,0.0
2018-07-20,COMPTE_6178,Fournitures de bureau,dépense,5585.32,0.0
2018-07-22,COMPTE_6210,Charges sociales CNSS,dépense,75057.77,0.0
2018-07-22,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8444.66
2018-07-23,COMPTE_6171,Transport et livraisons,dépense,17459.31,0.0
2018-07-27,COMPTE_6141,Loyers,dépense,42487.88,0.0
2018-08-02,COMPTE_7120,Subventions reçues,produit,0.0,23288.04
2018-08-03,COMPTE_6176,Honoraires consultants,dépense,30164.94,0.0
2018-08-06,COMPTE_6190,Formation du personnel,dépense,10661.17,0.0
2018-08-09,COMPTE_6165,Electricité et eau,dépense,25291.6,0.0
2018-08-11,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,6818.33
2018-08-14,COMPTE_6178,Fournitures de bureau,dépense,5308.61,0.0
2018-08-17,COMPTE_6161,Assurances,dépense,9747.62,0.0
2018-08-19,COMPTE_6171,Transport et livraisons,dépense,14065.96,0.0
2018-08-19,COMPTE_6011,Achats matières premières,dépense,80521.55,0.0
2018-08-22,COMPTE_6185,Maintenance équipements,dépense,18057.46,0.0
2018-08-22,COMPTE_6210,Charges sociales CNSS,dépense,76791.48,0.0
2018-08-23,COMPTE_6200,Salaires,dépense,262363.24,0.0
2018-08-25,COMPTE_6141,Loyers,dépense,33517.26,0.0
2018-08-27,COMPTE_6174,Téléphone et internet,dépense,7202.74,0.0
2018-08-27,COMPTE_7111,Chiffre d affaires,produit,0.0,734545.62
2018-09-01,COMPTE_7111,Chiffre d affaires,produit,0.0,846599.21
2018-09-02,COMPTE_6185,Maintenance équipements,dépense,24514.21,0.0
2018-09-04,COMPTE_6011,Achats matières premières,dépense,89230.12,0.0
2018-09-07,COMPTE_6174,Téléphone et internet,dépense,9388.14,0.0
2018-09-10,COMPTE_6200,Salaires,dépense,322710.62,0.0
2018-09-13,COMPTE_6141,Loyers,dépense,58228.06,0.0
2018-09-15,COMPTE_6171,Transport et livraisons,dépense,22673.86,0.0
2018-09-18,COMPTE_6190,Formation du personnel,dépense,14464.11,0.0
2018-09-20,COMPTE_6176,Honoraires consultants,dépense,39909.56,0.0
2018-09-20,COMPTE_7120,Subventions reçues,produit,0.0,32374.11
2018-09-21,COMPTE_6178,Fournitures de bureau,dépense,7571.7,0.0
2018-09-22,COMPTE_6165,Electricité et eau,dépense,36401.63,0.0
2018-09-23,COMPTE_6210,Charges sociales CNSS,dépense,99052.29,0.0
2018-09-23,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9886.61
2018-09-27,COMPTE_6161,Assurances,dépense,15726.78,0.0
2018-10-05,COMPTE_7111,Chiffre d affaires,produit,0.0,893202.79
2018-10-05,COMPTE_6200,Salaires,dépense,375231.58,0.0
2018-10-08,COMPTE_6190,Formation du personnel,dépense,19028.23,0.0
2018-10-09,COMPTE_7120,Subventions reçues,produit,0.0,32943.48
2018-10-09,COMPTE_6178,Fournitures de bureau,dépense,7385.2,0.0
2018-10-10,COMPTE_6176,Honoraires consultants,dépense,46976.91,0.0
2018-10-14,COMPTE_6141,Loyers,dépense,45660.31,0.0
2018-10-15,COMPTE_6165,Electricité et eau,dépense,37384.71,0.0
2018-10-16,COMPTE_6185,Maintenance équipements,dépense,25473.38,0.0
2018-10-16,COMPTE_6174,Téléphone et internet,dépense,11104.19,0.0
2018-10-18,COMPTE_6011,Achats matières premières,dépense,90630.91,0.0
2018-10-20,COMPTE_6210,Charges sociales CNSS,dépense,102039.39,0.0
2018-10-21,COMPTE_6171,Transport et livraisons,dépense,24251.98,0.0
2018-10-27,COMPTE_6161,Assurances,dépense,13037.75,0.0
2018-10-28,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10281.45
2018-11-05,COMPTE_6174,Téléphone et internet,dépense,10249.65,0.0
2018-11-11,COMPTE_7120,Subventions reçues,produit,0.0,29430.55
2018-11-11,COMPTE_6190,Formation du personnel,dépense,16707.54,0.0
2018-11-13,COMPTE_6185,Maintenance équipements,dépense,28709.81,0.0
2018-11-13,COMPTE_6210,Charges sociales CNSS,dépense,99218.78,0.0
2018-11-16,COMPTE_6176,Honoraires consultants,dépense,41657.11,0.0
2018-11-18,COMPTE_6178,Fournitures de bureau,dépense,7151.07,0.0
2018-11-19,COMPTE_6165,Electricité et eau,dépense,31822.0,0.0
2018-11-22,COMPTE_6171,Transport et livraisons,dépense,22294.85,0.0
2018-11-23,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10387.19
2018-11-23,COMPTE_6200,Salaires,dépense,429990.74,0.0
2018-11-24,COMPTE_6161,Assurances,dépense,12863.64,0.0
2018-11-25,COMPTE_7111,Chiffre d affaires,produit,0.0,834686.36
2018-11-26,COMPTE_6011,Achats matières premières,dépense,100192.42,0.0
2018-11-27,COMPTE_6141,Loyers,dépense,54558.35,0.0
2018-12-03,COMPTE_6210,Charges sociales CNSS,dépense,131606.01,0.0
2018-12-03,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10049.13
2018-12-04,COMPTE_6176,Honoraires consultants,dépense,43073.78,0.0
2018-12-05,COMPTE_6171,Transport et livraisons,dépense,26581.03,0.0
2018-12-05,COMPTE_6190,Formation du personnel,dépense,15505.94,0.0
2018-12-09,COMPTE_7111,Chiffre d affaires,produit,0.0,963103.46
2018-12-13,COMPTE_6011,Achats matières premières,dépense,123823.04,0.0
2018-12-15,COMPTE_6178,Fournitures de bureau,dépense,8937.21,0.0
2018-12-15,COMPTE_6185,Maintenance équipements,dépense,25088.09,0.0
2018-12-16,COMPTE_6165,Electricité et eau,dépense,41522.38,0.0
2018-12-19,COMPTE_6174,Téléphone et internet,dépense,11023.57,0.0
2018-12-21,COMPTE_6200,Salaires,dépense,403519.9,0.0
2018-12-21,COMPTE_6161,Assurances,dépense,17621.03,0.0
2018-12-22,COMPTE_6141,Loyers,dépense,56326.83,0.0
2018-12-23,COMPTE_7120,Subventions reçues,produit,0.0,30830.82
2019-01-01,COMPTE_7111,Chiffre d affaires,produit,0.0,1022221.54
2019-01-03,COMPTE_6174,Téléphone et internet,dépense,9423.71,0.0
2019-01-06,COMPTE_6210,Charges sociales CNSS,dépense,100893.6,0.0
2019-01-08,COMPTE_6178,Fournitures de bureau,dépense,8994.01,0.0
2019-01-11,COMPTE_6161,Assurances,dépense,15520.45,0.0
2019-01-12,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8931.88
2019-01-14,COMPTE_6185,Maintenance équipements,dépense,30433.71,0.0
2019-01-18,COMPTE_6141,Loyers,dépense,60991.73,0.0
2019-01-18,COMPTE_6171,Transport et livraisons,dépense,23100.17,0.0
2019-01-22,COMPTE_6176,Honoraires consultants,dépense,41493.03,0.0
2019-01-25,COMPTE_6190,Formation du personnel,dépense,20619.62,0.0
2019-01-25,COMPTE_6165,Electricité et eau,dépense,37435.87,0.0
2019-01-26,COMPTE_7120,Subventions reçues,produit,0.0,27814.27
2019-01-28,COMPTE_6011,Achats matières premières,dépense,121033.38,0.0
2019-01-28,COMPTE_6200,Salaires,dépense,428697.65,0.0
2019-02-01,COMPTE_6190,Formation du personnel,dépense,13802.6,0.0
2019-02-03,COMPTE_7111,Chiffre d affaires,produit,0.0,809155.59
2019-02-05,COMPTE_6011,Achats matières premières,dépense,87044.19,0.0
2019-02-06,COMPTE_6165,Electricité et eau,dépense,26932.48,0.0
2019-02-10,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9757.27
2019-02-12,COMPTE_7120,Subventions reçues,produit,0.0,26135.0
2019-02-14,COMPTE_6141,Loyers,dépense,44205.65,0.0
2019-02-15,COMPTE_6200,Salaires,dépense,381226.11,0.0
2019-02-15,COMPTE_6185,Maintenance équipements,dépense,24376.42,0.0
2019-02-15,COMPTE_6178,Fournitures de bureau,dépense,5890.52,0.0
2019-02-19,COMPTE_6176,Honoraires consultants,dépense,34344.55,0.0
2019-02-22,COMPTE_6210,Charges sociales CNSS,dépense,106093.88,0.0
2019-02-22,COMPTE_6174,Téléphone et internet,dépense,8725.32,0.0
2019-02-26,COMPTE_6161,Assurances,dépense,13563.05,0.0
2019-02-28,COMPTE_6171,Transport et livraisons,dépense,16732.92,0.0
2019-03-07,COMPTE_6161,Assurances,dépense,16222.79,0.0
2019-03-08,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10186.25
2019-03-08,COMPTE_6171,Transport et livraisons,dépense,21061.36,0.0
2019-03-09,COMPTE_6185,Maintenance équipements,dépense,27100.12,0.0
2019-03-10,COMPTE_7120,Subventions reçues,produit,0.0,32964.65
2019-03-12,COMPTE_6174,Téléphone et internet,dépense,9640.24,0.0
2019-03-14,COMPTE_6011,Achats matières premières,dépense,104126.49,0.0
2019-03-15,COMPTE_6141,Loyers,dépense,55941.42,0.0
2019-03-20,COMPTE_6210,Charges sociales CNSS,dépense,119534.75,0.0
2019-03-23,COMPTE_6176,Honoraires consultants,dépense,42083.78,0.0
2019-03-24,COMPTE_6200,Salaires,dépense,397296.02,0.0
2019-03-27,COMPTE_6178,Fournitures de bureau,dépense,6843.3,0.0
2019-03-27,COMPTE_7111,Chiffre d affaires,produit,0.0,946872.55
2019-03-28,COMPTE_6190,Formation du personnel,dépense,14034.4,0.0
2019-03-28,COMPTE_6165,Electricité et eau,dépense,37861.01,0.0
2019-04-04,COMPTE_6174,Téléphone et internet,dépense,8482.64,0.0
2019-04-05,COMPTE_7111,Chiffre d affaires,produit,0.0,758261.3
2019-04-05,COMPTE_6190,Formation du personnel,dépense,15044.31,0.0
2019-04-07,COMPTE_6141,Loyers,dépense,46151.35,0.0
2019-04-09,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9042.93
2019-04-10,COMPTE_6200,Salaires,dépense,314331.14,0.0
2019-04-12,COMPTE_6011,Achats matières premières,dépense,98257.78,0.0
2019-04-12,COMPTE_7120,Subventions reçues,produit,0.0,30406.71
2019-04-14,COMPTE_6210,Charges sociales CNSS,dépense,94498.21,0.0
2019-04-19,COMPTE_6185,Maintenance équipements,dépense,24202.57,0.0
2019-04-21,COMPTE_6176,Honoraires consultants,dépense,43944.03,0.0
2019-04-22,COMPTE_6161,Assurances,dépense,14507.74,0.0
2019-04-25,COMPTE_6165,Electricité et eau,dépense,33764.47,0.0
2019-04-26,COMPTE_6178,Fournitures de bureau,dépense,5984.53,0.0
2019-04-27,COMPTE_6171,Transport et livraisons,dépense,21122.73,0.0
2019-05-01,COMPTE_6210,Charges sociales CNSS,dépense,110540.0,0.0
2019-05-03,COMPTE_6200,Salaires,dépense,371853.5,0.0
2019-05-04,COMPTE_7111,Chiffre d affaires,produit,0.0,796256.43
2019-05-05,COMPTE_6174,Téléphone et internet,dépense,11058.86,0.0
2019-05-08,COMPTE_6176,Honoraires consultants,dépense,43032.6,0.0
2019-05-09,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9821.93
2019-05-09,COMPTE_6011,Achats matières premières,dépense,106731.06,0.0
2019-05-10,COMPTE_6161,Assurances,dépense,16282.27,0.0
2019-05-11,COMPTE_6165,Electricité et eau,dépense,34353.22,0.0
2019-05-13,COMPTE_6185,Maintenance équipements,dépense,26447.8,0.0
2019-05-15,COMPTE_6171,Transport et livraisons,dépense,22440.0,0.0
2019-05-16,COMPTE_6141,Loyers,dépense,57793.63,0.0
2019-05-22,COMPTE_7120,Subventions reçues,produit,0.0,28172.61
2019-05-24,COMPTE_6178,Fournitures de bureau,dépense,7848.13,0.0
2019-05-26,COMPTE_6190,Formation du personnel,dépense,18235.6,0.0
2019-06-02,COMPTE_6200,Salaires,dépense,310078.76,0.0
2019-06-03,COMPTE_6176,Honoraires consultants,dépense,34845.58,0.0
2019-06-04,COMPTE_6190,Formation du personnel,dépense,15890.56,0.0
2019-06-05,COMPTE_7120,Subventions reçues,produit,0.0,30315.39
2019-06-08,COMPTE_6161,Assurances,dépense,11984.4,0.0
2019-06-08,COMPTE_7111,Chiffre d affaires,produit,0.0,720964.49
2019-06-10,COMPTE_6185,Maintenance équipements,dépense,26836.21,0.0
2019-06-12,COMPTE_6141,Loyers,dépense,50920.02,0.0
2019-06-12,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8400.86
2019-06-15,COMPTE_6178,Fournitures de bureau,dépense,7009.29,0.0
2019-06-16,COMPTE_6210,Charges sociales CNSS,dépense,91014.83,0.0
2019-06-18,COMPTE_6171,Transport et livraisons,dépense,21809.34,0.0
2019-06-20,COMPTE_6165,Electricité et eau,dépense,30158.9,0.0
2019-06-20,COMPTE_6174,Téléphone et internet,dépense,8757.92,0.0
2019-06-27,COMPTE_6011,Achats matières premières,dépense,94686.59,0.0
2019-07-04,COMPTE_7120,Subventions reçues,produit,0.0,22199.79
2019-07-09,COMPTE_6176,Honoraires consultants,dépense,37708.77,0.0
2019-07-12,COMPTE_6178,Fournitures de bureau,dépense,5074.97,0.0
2019-07-13,COMPTE_7111,Chiffre d affaires,produit,0.0,683727.94
2019-07-14,COMPTE_6165,Electricité et eau,dépense,28468.07,0.0
2019-07-14,COMPTE_6174,Téléphone et internet,dépense,8066.14,0.0
2019-07-15,COMPTE_6185,Maintenance équipements,dépense,19167.55,0.0
2019-07-18,COMPTE_6141,Loyers,dépense,45365.21,0.0
2019-07-21,COMPTE_6210,Charges sociales CNSS,dépense,81355.87,0.0
2019-07-22,COMPTE_6200,Salaires,dépense,292090.6,0.0
2019-07-24,COMPTE_6161,Assurances,dépense,11611.28,0.0
2019-07-24,COMPTE_6011,Achats matières premières,dépense,85058.72,0.0
2019-07-27,COMPTE_6171,Transport et livraisons,dépense,17932.42,0.0
2019-07-27,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8641.9
2019-07-28,COMPTE_6190,Formation du personnel,dépense,15129.5,0.0
2019-08-01,COMPTE_6161,Assurances,dépense,11526.41,0.0
2019-08-05,COMPTE_6171,Transport et livraisons,dépense,14887.28,0.0
2019-08-05,COMPTE_7111,Chiffre d affaires,produit,0.0,769580.07
2019-08-07,COMPTE_6174,Téléphone et internet,dépense,8271.69,0.0
2019-08-11,COMPTE_6165,Electricité et eau,dépense,21705.47,0.0
2019-08-19,COMPTE_6178,Fournitures de bureau,dépense,5645.54,0.0
2019-08-20,COMPTE_6200,Salaires,dépense,256404.02,0.0
2019-08-21,COMPTE_6141,Loyers,dépense,36837.63,0.0
2019-08-22,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,6468.04
2019-08-22,COMPTE_6011,Achats matières premières,dépense,75125.38,0.0
2019-08-25,COMPTE_6190,Formation du personnel,dépense,11539.22,0.0
2019-08-25,COMPTE_6176,Honoraires consultants,dépense,27301.48,0.0
2019-08-26,COMPTE_7120,Subventions reçues,produit,0.0,22670.25
2019-08-28,COMPTE_6210,Charges sociales CNSS,dépense,67850.24,0.0
2019-08-28,COMPTE_6185,Maintenance équipements,dépense,18032.25,0.0
2019-09-01,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,9812.56
2019-09-03,COMPTE_6176,Honoraires consultants,dépense,36389.34,0.0
2019-09-05,COMPTE_6171,Transport et livraisons,dépense,19677.99,0.0
2019-09-05,COMPTE_6011,Achats matières premières,dépense,110949.04,0.0
2019-09-06,COMPTE_6165,Electricité et eau,dépense,31187.14,0.0
2019-09-15,COMPTE_7120,Subventions reçues,produit,0.0,29589.2
2019-09-17,COMPTE_6190,Formation du personnel,dépense,14533.04,0.0
2019-09-17,COMPTE_6174,Téléphone et internet,dépense,10720.86,0.0
2019-09-19,COMPTE_6185,Maintenance équipements,dépense,24801.2,0.0
2019-09-19,COMPTE_6161,Assurances,dépense,15971.98,0.0
2019-09-20,COMPTE_6200,Salaires,dépense,344884.08,0.0
2019-09-22,COMPTE_7111,Chiffre d affaires,produit,0.0,990155.7
2019-09-25,COMPTE_6178,Fournitures de bureau,dépense,7239.24,0.0
2019-09-26,COMPTE_6210,Charges sociales CNSS,dépense,90326.03,0.0
2019-09-26,COMPTE_6141,Loyers,dépense,45217.92,0.0
2019-10-03,COMPTE_6171,Transport et livraisons,dépense,19338.52,0.0
2019-10-05,COMPTE_6174,Téléphone et internet,dépense,9913.15,0.0
2019-10-09,COMPTE_6176,Honoraires consultants,dépense,37501.67,0.0
2019-10-11,COMPTE_6185,Maintenance équipements,dépense,27497.2,0.0
2019-10-14,COMPTE_6210,Charges sociales CNSS,dépense,109830.6,0.0
2019-10-14,COMPTE_6141,Loyers,dépense,61216.27,0.0
2019-10-15,COMPTE_6200,Salaires,dépense,397854.02,0.0
2019-10-15,COMPTE_6165,Electricité et eau,dépense,36694.1,0.0
2019-10-16,COMPTE_6161,Assurances,dépense,16259.77,0.0
2019-10-16,COMPTE_6011,Achats matières premières,dépense,90922.89,0.0
2019-10-19,COMPTE_6178,Fournitures de bureau,dépense,7923.28,0.0
2019-10-20,COMPTE_6190,Formation du personnel,dépense,16631.75,0.0
2019-10-21,COMPTE_7120,Subventions reçues,produit,0.0,27237.19
2019-10-23,COMPTE_7111,Chiffre d affaires,produit,0.0,812892.27
2019-10-25,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10302.23
2019-11-05,COMPTE_6178,Fournitures de bureau,dépense,7484.0,0.0
2019-11-05,COMPTE_7111,Chiffre d affaires,produit,0.0,904855.85
2019-11-09,COMPTE_6176,Honoraires consultants,dépense,41434.71,0.0
2019-11-14,COMPTE_6174,Téléphone et internet,dépense,9367.19,0.0
2019-11-14,COMPTE_6200,Salaires,dépense,351476.58,0.0
2019-11-14,COMPTE_6161,Assurances,dépense,17505.58,0.0
2019-11-15,COMPTE_6165,Electricité et eau,dépense,33426.03,0.0
2019-11-15,COMPTE_6141,Loyers,dépense,51622.09,0.0
2019-11-16,COMPTE_6185,Maintenance équipements,dépense,29143.5,0.0
2019-11-18,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,11409.9
2019-11-19,COMPTE_7120,Subventions reçues,produit,0.0,31890.34
2019-11-24,COMPTE_6171,Transport et livraisons,dépense,21893.22,0.0
2019-11-24,COMPTE_6210,Charges sociales CNSS,dépense,98129.54,0.0
2019-11-27,COMPTE_6190,Formation du personnel,dépense,15281.05,0.0
2019-11-28,COMPTE_6011,Achats matières premières,dépense,108266.07,0.0
2019-12-04,COMPTE_6011,Achats matières premières,dépense,108401.63,0.0
2019-12-04,COMPTE_6200,Salaires,dépense,437339.6,0.0
2019-12-10,COMPTE_6171,Transport et livraisons,dépense,20936.58,0.0
2019-12-12,COMPTE_6174,Téléphone et internet,dépense,11768.13,0.0
2019-12-14,COMPTE_7111,Chiffre d affaires,produit,0.0,925190.51
2019-12-17,COMPTE_6176,Honoraires consultants,dépense,41446.01,0.0
2019-12-19,COMPTE_6210,Charges sociales CNSS,dépense,129039.55,0.0
2019-12-20,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,11779.12
2019-12-22,COMPTE_6178,Fournitures de bureau,dépense,7614.69,0.0
2019-12-24,COMPTE_6165,Electricité et eau,dépense,36761.99,0.0
2019-12-25,COMPTE_6161,Assurances,dépense,17633.32,0.0
2019-12-25,COMPTE_7120,Subventions reçues,produit,0.0,37079.16
2019-12-28,COMPTE_6190,Formation du personnel,dépense,16604.47,0.0
2019-12-28,COMPTE_6185,Maintenance équipements,dépense,29410.01,0.0
2019-12-28,COMPTE_6141,Loyers,dépense,58861.71,0.0
2020-01-01,COMPTE_6190,Formation du personnel,dépense,20026.1,0.0
2020-01-05,COMPTE_6185,Maintenance équipements,dépense,28474.47,0.0
2020-01-06,COMPTE_7111,Chiffre d affaires,produit,0.0,986586.78
2020-01-09,COMPTE_6161,Assurances,dépense,18323.13,0.0
2020-01-09,COMPTE_6165,Electricité et eau,dépense,32073.64,0.0
2020-01-10,COMPTE_6171,Transport et livraisons,dépense,25472.16,0.0
2020-01-12,COMPTE_6174,Téléphone et internet,dépense,12772.94,0.0
2020-01-14,COMPTE_6210,Charges sociales CNSS,dépense,108579.66,0.0
2020-01-17,COMPTE_6200,Salaires,dépense,374598.86,0.0
2020-01-18,COMPTE_6011,Achats matières premières,dépense,119342.18,0.0
2020-01-19,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,10109.74
2020-01-22,COMPTE_6141,Loyers,dépense,51498.31,0.0
2020-01-22,COMPTE_6178,Fournitures de bureau,dépense,7385.62,0.0
2020-01-24,COMPTE_7120,Subventions reçues,produit,0.0,32049.88
2020-01-28,COMPTE_6176,Honoraires consultants,dépense,39772.02,0.0
2020-02-02,COMPTE_6011,Achats matières premières,dépense,96373.98,0.0
2020-02-07,COMPTE_7300,Intérêts bancaires reçus,produit,0.0,8290.79
2020-02-07,COMPTE_7120,Subventions reçues,produit,0.0,23870.27
2020-02-08,COMPTE_6210,Charges sociales CNSS,dépense,92441.05,0.0
2020-02-10,COMPTE_6185,Maintenance équipements,dépense,23734.25,0.0
2020-02-12,COMPTE_6178,Fournitures de bureau,dépense,6857.71,0.0
2020-02-14,COMPTE_6174,Téléphone et internet,dépense,9667.89,0.0
2020-02-15,COMPTE_6165,Electricité et eau,dépense,26982.78,0.0
2020-02-16,COMPTE_6171,Transport et livraisons,dépense,20799.66,0.0
2020-02-19,COMPTE_6190,Formation du personnel,dépense,16252.86,0.0
2020-02-20,COMPTE_7111,Chiffre d affaires,produit,0.0,800530.56
2020-02-22,COMPTE_6200,Salaires,dépense,351225.85,0.0
2020-02-22,COMPTE_6161,Assurances,dépense,14261.97,0.0
